CompoundID,InChIKey,SMILES,logS,logP,MW
C796,SQCZQTSHSZLZIQ-UHFFFAOYSA-N,CCCCCCl,-2.73,2.4154,106.594
C858,ZCDHRBAYNFWZBH-UHFFFAOYSA-N,CC(C1(CC=C(C)C)C(=O)NC(=O)NC1=O)C,-2.5899999,2.0087,238.283
C935,MPPPKRYCTPRNTB-UHFFFAOYSA-N,CCCCBr,-2.3699999,2.1814,137.018
C985,VDVCBHJNKZNXKT-UHFFFAOYSA-N,CCC1(CC=C(C)C)C(=O)NC(=O)NC1=O,-2.25,1.7627,224.256
C1009,WQAQPCDUOCURKW-UHFFFAOYSA-N,CCCCS,-2.1800001,1.7163,90.1872
C6942,HLRDXBKIKFQOFS-LREBCSMRSA-N,O[C@H]([C@H](C(=O)O)O)C(=O)O.CNC(CCC=C(C)C)C,-2.12794633,0.609,291.341
C7046,YRUPBAWWCPVHFT-UHFFFAOYSA-N,Oc1ccc(cc1)Nc1ccc(cc1)O,-2.060643909,2.9144,201.221
C1061,VFWCMGCRMGJXDK-UHFFFAOYSA-N,CCCCCl,-2.03,2.0253,92.5673
C1074,CDOSHBSSFJOMGT-SNVBAGLBSA-N,C=C[C@](CCC=C(C)C)(O)C,-1.99,2.6698,154.249
C7245,LPSKDVINWQNWFE-UHFFFAOYSA-M,CCC[N+](CCC)(CCC)CCC.[OH-],-1.926269846,3.2664,203.365
C7272,AUERTJOCDMCUAL-UHFFFAOYSA-N,CNC(CCC=C(C)C)C.Cl,-1.913266796,3.5336,177.715
C7322,NDVDXOIGBPXNAP-UHFFFAOYSA-N,Nc1ccc(cc1)C(=O)Nc1ccncc1.Cl.Cl,-1.871142142,4.1743,286.157
C7886,HBXNJMZWGSCKPW-UHFFFAOYSA-N,CCCCCCC(N)C,-1.465016711,3.0043,129.243
C1257,JQVDAXLFBXTEQA-UHFFFAOYSA-N,CCCCNCCCC,-1.4400001,2.5671,129.243
C8053,LINQVIAARQIDQJ-UHFFFAOYSA-N,CC(CCC=C(C)C)N,-1.314307777,2.7803,127.227
C8129,HBGFIKZGJDWPRO-UHFFFAOYSA-M,Clc1nc(Cl)c(c(c1Cl)[O-])Cl.[Na+],-1.24491834,3.839,254.861
C8312,VSRBKQFNFZQRBM-UHFFFAOYSA-N,CCCCCC(N)C,-1.08439897,2.6142,115.217
C8767,LZZYPRNAOMGNLH-UHFFFAOYSA-M,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],-0.561645092,3.1779,364.447
C8827,RRIQOXRRSJKRFR-UHFFFAOYSA-M,CCCCCCCC[N+](C)(C)C.[I-],-0.468698679,0.0571,299.235
C9618,MCTZLPKUFFIIJT-UHFFFAOYSA-M,CCCCC[N+](C)(C)C.[I-],0.589798272,-1.1132,257.156
