CompoundID,InChIKey,SMILES,logS,logP,MW
C4028,RIGBEDNANJVICG-YEUQMBKVSA-N,COc1cc(/C=C/C(=O)CCN2CCN(CC2)Cc2cccc(c2)C)cc(c1OC)OC.Cl.Cl,-4.090783965,5.2908,511.481
C4053,PTYFYNKKKOLUQE-NWBUNABESA-N,OC(=O)C(=O)[O-].CCCC/C=[NH+]/CCNC(=O)c1cccc(c1OCC)OC,-4.070547567,-0.6229,396.435
C4056,ZSWYRNBDILXVMP-YEUQMBKVSA-N,COc1cc(/C=C/C(=O)CCN2CCN(CC2)c2ccccc2F)cc(c1OC)OC.Cl.O,-4.069029225,4.3867,482.973
C4080,SVJMILFDDBKCGG-UHFFFAOYSA-N,N/C(=N\C(=N\C(C)C)\N)/Nc1ccc(c(c1)Cl)Cl.Cl,-4.058075663,4.7187,324.637
C4105,VUPBWNXFSDRWJE-UHFFFAOYSA-N,COc1ccc(cc1)N(C(=O)c1ccc(cc1)Cl)CCCC(=O)O,-4.041773721,3.8602,347.793
C4117,JZCOHOFRCPHFPZ-LZMXEPDESA-N,CCCC/C=N/CCOC(=O)c1cccc(c1OC)OC.Cl,-4.028319838,3.9236,329.819
C4231,UQZVCDCIMBLVNR-TWYODKAFSA-N,O=C(NS(=O)(=O)C)CCC/C=C\C[C@H]1C(=O)C[C@H]([C@@H]1/C=C/[C@H](COc1ccccc1)O)O,-3.939379349,3.2127,465.56
C477,PJVWKTKQMONHTI-HNNXBMFYSA-N,CC(=O)C[C@H](c1c(=O)oc2c(c1O)cccc2)c1ccccc1,-3.8900001,3.6096,308.328
C4312,CLFJVCIWWFEVMI-UHFFFAOYSA-N,CCC(=O)OC1(C(=O)NC(=O)NC1=O)C(c1ccccc1)C,-3.863168752,1.5057,304.298
C4333,FHRIDUNQMHKUNM-TTWKNDKESA-N,COc1cc(/C=C/C(=O)CCN2CCN(CC2)CCc2ccccc2)cc(c1OC)OC.Cl.Cl,-3.852707617,5.0249,511.481
C4439,ROTHJTLQTAIBOO-TTWKNDKESA-N,COc1cc(/C=C/C(=O)CCN2CCN(CC2)c2ccccc2)cc(c1OC)OC.Cl.O,-3.76871563,4.2476,464.982
C4711,YVIAOUXBSTVVRH-UHFFFAOYSA-N,CCCCCSCCCCCN1CSCC1.Cl,-3.596187692,4.8263,297.951
C4712,KUUWPXMCNKAGMJ-UHFFFAOYSA-N,CCCCCCCSCCCN1CCSC1.Cl,-3.596187692,4.8263,297.951
C4727,LLQAOIITXFNWED-UHFFFAOYSA-N,N#CC(=NNc1ccc(cc1)Cl)C#N,-3.588719249,2.22806,204.616
C4786,AHGTVVKFAJFTJE-ATVHPVEESA-N,CN(/N=C\C(=O)c1ccc(cc1)Oc1ccccc1)C,-3.55300665,3.209,268.31
C572,DMBHHRLKUKUOEG-UHFFFAOYSA-N,c1ccc(cc1)Nc1ccccc1,-3.51,3.5032,169.222
C4859,BLXXJMDCKKHMKV-UHFFFAOYSA-N,COc1ccc2c(c1)ccc(c2)CCC(=O)C,-3.496297759,3.37,228.286
C5067,JNLHPPFPJXHLKE-UHFFFAOYSA-N,COC(=O)c1c(C)ccc(c1OCC(CNC(C)C)O)C(C)C,-3.333693083,3.0336,323.427
C5081,URGQKRKYPFAIGP-MIIBGCIDSA-N,COc1cc(/C=C/C(=O)CCN2CCN(CC2)c2ccccn2)cc(c1OC)OC.Cl.Cl,-3.32538479,4.5089,484.416
C5117,YPTFHLJNWSJXKG-UHFFFAOYSA-N,CCOc1cc(OCC)c(cc1C(=O)CCC(=O)O)OCC,-3.299557554,2.9302,310.342
C5149,KLPVACBCXCZPDM-UHFFFAOYSA-N,CC(C1(OC(=O)C)C(=O)NC(=O)NC1=O)c1ccccc1,-3.278118188,1.1156,290.271
C639,LGYTZKPVOAIUKX-UHFFFAOYSA-N,CC(=O)CCC1C(=O)N(N(C1=O)c1ccccc1)c1ccccc1,-3.27,3.0968,322.358
C5208,QYOYUQUNULCUIG-UHFFFAOYSA-N,COc1ccccc1C(=CCN(C)C)c1ccccc1.Cl,-3.234657373,4.4905,303.826
C5272,WPLQCARIFVAYOT-UHFFFAOYSA-N,N#CC(=NNc1ccc(cc1)[N+](=O)[O-])C#N,-3.184491659,2.00606,215.168
C5287,CEZZCJWBLHCTMD-SEYXRHQNSA-N,CCOC(=O)CCn1c(=N)oc2c1cccc2,-3.173789217,1.7667,234.251
C688,IMFACGCPASFAPR-UHFFFAOYSA-N,CCCCN(CCCC)CCCC,-3.1199999,3.6887,185.349
C5431,WLUHBKYWTLXULJ-UHFFFAOYSA-N,CCCCCCCSCCN1CSCC1.Cl,-3.078443036,4.4362,283.925
C5432,ADUQCZNXZCXDGD-UHFFFAOYSA-N,CCCCCCSCCCN1CSCC1.Cl,-3.078443036,4.4362,283.925
C5442,YCFUZOCNZLMFMG-UHFFFAOYSA-N,COc1ccccc1CCCCCNCCCSS(=O)(=O)O,-3.072592494,4.3954,347.493
C5549,XLNFLJOWTRDNCX-JXMROGBWSA-N,COC(=O)/C(=C/c1ccccc1)/C#N,-3.01462263,1.76658,187.195
C725,KBEBGUQPQBELIU-CMDGGOBGSA-N,CCOC(=O)/C=C/c1ccccc1,-3,2.2629,176.212
C5572,XVDVHWJHDXRAST-SOFGYWHQSA-N,CCCC1(C(=O)NC(=O)NC1=O)/C(=C/CC)/C,-2.996889108,2.1528,238.283
C5612,FYFNFZLMMGXBMT-UHFFFAOYSA-M,CCCC[N+](CCCC)(CCCC)CC.[OH-],-2.969956715,4.0466,231.418
C5669,WGSVFWFSJDAYBM-BQYQJAHWSA-N,C/C(=C\c1ccccc1)/[N+](=O)[O-],-2.933902655,2.8473,163.173
C742,YBQZXXMEJHZYMB-UHFFFAOYSA-N,c1ccc(cc1)NNc1ccccc1,-2.9200001,3.2716,184.237
C743,ZFMSMUAANRJZFM-UHFFFAOYSA-N,COc1ccc(cc1)CC=C,-2.9200001,2.4237,148.202
C5777,YBKOBYPTHJKDFK-BUHFOSPRSA-N,CCOC(=O)C(C(=O)C)/N=N/c1ccccc1,-2.865898186,2.291,234.251
C5839,GZQJPGZDCLWDDG-FNORWQNLSA-N,CCOc1ccc(cc1C)/C=C/C(=O)NO,-2.82114859,2.3032,221.252
C5888,VRHAQNTWKSVEEC-UHFFFAOYSA-N,CCOC(=O)N1C(=O)c2c(C1=O)cccc2,-2.786828304,1.377,219.193
C5924,AXNKGLDCLYLVLQ-UHFFFAOYSA-N,C=CCc1ccc(c(c1)OC)OCC(=O)N(CC)CC,-2.765899586,2.6709,277.359
C5930,QFDVMOCQOGCDKA-UHFFFAOYSA-N,CCOC(=O)c1cc(OC)ccc1O,-2.76378673,1.5775,196.2
C5959,HPRYBDMNZMRAKJ-IPZCTEOASA-N,COc1cc(/C=C/C(=O)CCN2CCN(CC2)c2ncccn2)cc(c1OC)OC.Cl,-2.74424752,3.1019,448.943
C5993,BQIPXWYNLPYNHW-UHFFFAOYSA-N,OC(COc1cc(C)c(c(c1C)C)OC(=O)C)CNC(C)C,-2.720118614,2.6657,309.401
C6103,PAZJSJFMUHDSTF-UHFFFAOYSA-N,C=CCc1ccccc1OCC(CNC(C)C)O,-2.658670251,2.5437,249.349
C6105,KLLDCZLNAVUXAE-UHFFFAOYSA-N,NC(=O)OCCCOc1ccccc1C,-2.657897257,2.5595,209.242
C6260,YUZAZXWFLXMQIX-UHFFFAOYSA-N,CCCCCCSCCN1CSCC1.Cl,-2.559613874,4.0461,269.898
C6282,ATFNSNUJZOYXFC-RQJHMYQMSA-N,O=C1[C@@H]2O[C@@H]2C(=O)C(=C1O)C,-2.545199487,-0.2624,154.12
C6294,NSWAMPCUPHPTTC-UHFFFAOYSA-N,CCOC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc1nc(Cl)cc(n1)OC,-2.53867529,3.3704,414.821
C6318,VELIJARCYHAWJO-UHFFFAOYSA-N,CCC1(C(C=C(C)C)C)C(=O)NC(=O)NC1=O,-2.522794308,2.0087,238.283
C6382,WJUXSWORFADQNG-UHFFFAOYSA-N,COc1ccc(cc1)CCCCNCC(SS(=O)(=O)O)C,-2.489621293,4.0037,333.467
C6383,ODCRDIUZBXHSBN-UHFFFAOYSA-N,COc1ccc(cc1)CCCCNC(CSS(=O)(=O)O)C,-2.489621293,4.0037,333.467
C6400,RAFOHKSPUDGZPR-VOTSOKGWSA-N,CC/C=C(/C1(CC)C(=O)NC(=O)NC1=O)\C,-2.475690535,1.7627,224.256
C6402,RRCPAXJDDNWJBI-UHFFFAOYSA-N,C=CCc1ccccc1OCC(CNC(C)C)O.Cl,-2.474261867,3.3457,285.81
C6416,DRLFMBDRBRZALE-UHFFFAOYSA-N,COc1ccc2c(c1)c(CCNC(=O)C)c[nH]2,-2.462330695,2.246,232.278
C6452,QJVXBRUGKLCUMY-UHFFFAOYSA-N,OC(=O)COc1ccccc1C,-2.442417024,1.4584,166.174
C6504,ZMNSRFNUONFLSP-UHFFFAOYSA-N,COc1ccccc1OCC1CNC(=O)O1,-2.406244562,1.5112,223.225
C6515,AFDXODALSZRGIH-QPJJXVBHSA-N,COc1ccc(cc1)/C=C/C(=O)O,-2.398396022,1.793,178.185
C938,CGHIBGNXEGJPQZ-UHFFFAOYSA-N,CCCCC#C,-2.3599999,1.8098,82.1436
C948,FLKPEMZONWLCSK-UHFFFAOYSA-N,CCOC(=O)c1ccccc1C(=O)OCC,-2.3499999,2.04,222.237
C6632,FHGJSJFIQNQBCK-UHFFFAOYSA-N,COc1ccc(c2c1cccc2)C(=O)CCC(=O)O,-2.326431736,2.8959,258.269
C963,MTZQAGJQAFMTAQ-UHFFFAOYSA-N,CCOC(=O)c1ccccc1,-2.3199999,1.8633,150.175
C6644,MWAYRGBWOVHDDZ-UHFFFAOYSA-N,CCOC(=O)c1ccc(c(c1)OC)O,-2.318053596,1.5775,196.2
C6673,DGUOEMCUTWLIGZ-YDBSYXHISA-N,CO[C@]12[C@H]3N[C@H]3CN1C1=C([C@H]2COC(=O)N)C(=O)C(=C(C1=O)C)Nc1ccccc1,-2.294133028,1.5422,410.423
C6675,LBKPGNUOUPTQKA-UHFFFAOYSA-N,CCOC(=O)Nc1ccccc1,-2.291132302,2.328,165.189
C6807,SXPGFJZLDDFUHA-UHFFFAOYSA-N,CCCCN(CCCl)CCCl,-2.203530746,2.5661,198.133
C6864,KRGNLCAXPGOHQH-FNORWQNLSA-N,N#C/C(=C\c1ccco1)/C(=O)OC,-2.167736733,1.35958,177.157
C6921,WVYXNIXAMZOZFK-UHFFFAOYSA-N,CCOC(=O)NC1=C(N2CC2)C(=O)C(=C(C1=O)N1CC1)NC(=O)OCC,-2.141407461,0.3424,364.353
C6978,OMAFWWAJLVYWPU-UHFFFAOYSA-N,OC1C2CC(C(C2C2(C31OC3C(=O)C12CO1)C)O)(C)C,-2.103261826,-0.1203,280.316
C6984,WNFZOYNOAJBUIG-FNORWQNLSA-N,CCOc1ccc(cc1OC)/C=C/C(=O)NO,-2.09875357,2.0034,237.252
C7003,AUZQQIPZESHNMG-UHFFFAOYSA-N,COc1cccc(c1O)C(=O)O,-2.0848695,1.099,168.147
C7036,FHHDPMSYDYZLAP-UHFFFAOYSA-N,CCC(OC(=O)c1ccccc1)(CN(C)C)CN(C)C.Cl,-2.063540311,2.9174,314.851
C7078,ODHYJNHEJSHJAC-UHFFFAOYSA-N,CCN(CCC(=O)c1ccc(cc1)OC)CC.Cl,-2.050410118,3.4118,271.783
C7127,AYYNUGSDPRDVCH-UHFFFAOYSA-N,CCOC(=O)c1ccc(c(c1)OC)OC,-2.022967471,1.8805,210.226
C7138,KKVZAVRSVHUSPL-GQCTYLIASA-N,O=C/C=C/c1ccccc1OC,-2.005898736,1.9073,162.185
C7168,ANZIOUQAFBXNHU-FYWRMAATSA-N,NC(=NNc1ccc(cc1)/N=N/C(=S)N)N,-1.98187059,2.7881,237.285
C7217,OEPKDBQOTLDTNC-UHFFFAOYSA-N,COCP(=O)(c1ccccc1)c1ccccc1,-1.948889416,2.6044,246.241
C7281,KNMOHCLEINXVBG-HWKANZROSA-N,C/C=C/CC1(CC)C(=O)NC(=O)NC1=O,-1.90606038,1.3726,210.23
C7438,AFWKBSMFXWNGRE-ONEGZZNKSA-N,COc1cc(/C=C/C(=O)C)ccc1O,-1.784097934,2.003,192.211
C7443,MNWSGMTUGXNYHJ-UHFFFAOYSA-N,COc1ccccc1C(=O)N,-1.781511211,1.4944,151.163
C7445,BLTOCKUZVXQTPH-UHFFFAOYSA-N,COc1ccccc1NCC(=O)C,-1.781212879,1.7691,179.216
C7454,LJXTYJXBORAIHX-UHFFFAOYSA-N,CCOC(=O)C1=C(C)NC(=C(C1)C(=O)OCC)C,-1.772187992,1.9827,253.294
C7486,GEKNCWBANDDJJL-UHFFFAOYSA-N,COC(=O)CCc1ccc(cc1)OCC(CNC(C)C)O.Cl,-1.74495049,2.7228,331.835
C7504,BCLVKHGKEGFPJV-UHFFFAOYSA-N,CCOc1ccc(cc1O)C=O,-1.733429899,1.6034,166.174
C7518,OBGBGHKYJAOXRR-UHFFFAOYSA-N,COC1=CC(=O)c2c(C1=O)cccc2,-1.726926445,1.5959,188.179
C7535,SHHKQEUPHAENFK-UHFFFAOYSA-N,COC(C1=C(N2CC2)C(=O)C(=C(C1=O)N1CC1)C)COC(=O)N,-1.717233648,-0.0161,321.328
C1168,LTHNHFOGQMKPOV-QMMMGPOBSA-N,CCCC[C@@H](CN)CC,-1.71,2.8618,129.243
C7607,BHYKHYYQPFOAPJ-UHFFFAOYSA-N,CCOC(=O)n1c(=O)ccc2c1cccc2,-1.659300854,2.0061,217.221
C7609,AKGGYBADQZYZPD-UHFFFAOYSA-N,CC(=O)CCc1ccccc1,-1.657645256,2.2082,148.202
C7615,FEGVSPGUHMGGBO-SREVYHEPSA-N,COc1ccccc1/C=C\C(=O)O,-1.651976129,1.793,178.185
C7625,SWAJJKROCOJICG-UHFFFAOYSA-N,COc1ccc(cc1)NC(=O)CC(=O)C,-1.642508533,1.6858,207.226
C7667,YDQBNGBTJRHPQO-UHFFFAOYSA-N,CCOc1c(OC)cccc1C(=O)OCC[NH+](C)C.[Cl-],-1.616276113,-2.6008,303.782
C1193,YKJYKKNCCRKFSL-MGPQQGTHSA-N,COc1ccc(cc1)C[C@H]1NC[C@H]([C@@H]1OC(=O)C)O,-1.61,0.8309,265.305
C7698,BGVCGTNXEKDVCB-UHFFFAOYSA-N,O=C1C(=O)C(=C(c2c1cccc2)O)C,-1.598799761,1.741,188.179
C7700,NWIBSHFKIJFRCO-WUDYKRTCSA-N,CO[C@@]12[C@H]3N[C@H]3CN2C2=C([C@H]1COC(=O)N)C(=O)C(=C(C2=O)C)N,-1.598350372,0.0161,334.327
C7741,UMYZWICEDUEWIM-UHFFFAOYSA-N,COc1cc(ccc1OC)CC(=O)C,-1.572312967,1.8353,194.227
C7757,SBNKFTQSBPKMBZ-UHFFFAOYSA-N,CCOc1ccccc1C(=O)N,-1.563235078,1.8845,165.189
C1215,RRAFCDWBNXTKKO-UHFFFAOYSA-N,C=CCc1ccc(c(c1)OC)O,-1.5599999,2.1293,164.201
C7789,FODBVCSYJKNBLO-UHFFFAOYSA-N,COc1cccc(c1OC)C(=O)O,-1.535312477,1.402,182.173
C7794,KCDXJAYRVLXPFO-UHFFFAOYSA-N,COc1cc(C=O)cc(c1O)OC,-1.533272957,1.2219,182.173
C7802,GNXFOGHNGIVQEH-UHFFFAOYSA-N,COc1ccccc1OCC(COC(=O)N)O,-1.525122224,1.2305,241.241
C7803,UILPJVPSNHJFIK-UHFFFAOYSA-N,COc1ccc(c(c1)O)C(=O)C,-1.524649022,1.6034,166.174
