CompoundID,InChIKey,SMILES,logS,logP,MW
C1812,FHKMETBBEHLTJX-OQKDUQJOSA-N,CCCCOc1ccc(c2c1cccc2)C(=N)[NH+](CCCCC)CCCCC.[Cl-],-8.933846013,2.7131,419.043
C1813,NNKQQOOMOWTHNQ-OQKDUQJOSA-N,CCCCCCCCOc1ccc(c2c1cccc2)C(=N)[NH+](CCC)CCC.[Cl-],-8.933846013,2.7131,419.043
C1814,ZDTAJBBRWBBHSZ-LVEZLNDCSA-N,OC(=O)/C=C/C(=O)O.OC(=O)/C=C/C(=O)O.COc1cc(cc(c1OC)OC)C(=O)OCCN1CCN(CC1)CCCN1c2ccccc2Sc2c1cc(Cl)cc2,-8.921848136,5.1976,830.297
C1815,DEZFNHCVIZBHBI-ZHACJKMWSA-N,O=C(c1c(O)c(Cc2c(O)c(C)c(c(c2O)C(=O)C)O)c(c2c1OC(C)(C)C=C2)O)/C=C/c1ccccc1,-8.88924371,5.3967,516.539
C1817,OWUWCULIKLLRIP-UHFFFAOYSA-N,CCOc1nc(ncc1C(=O)OCC)N1CCN(CC1)CCC(c1ccccc1)(c1ccccc1)c1ccccc1.Cl,-8.882266484,6.4036,587.151
C1820,BQUFQLHGCASYAP-BTKVJIOYSA-N,CCCCCCCCOc1ccc(c2c1cccc2)C(=N)[NH+](C(C)C)C(C)C.[Cl-],-8.808018239,2.7099,419.043
C1826,GTWNJZNRBRCACB-UHFFFAOYSA-N,OC(=O)c1cc2ccccc2c(c1O)Cc1c(O)c(cc2c1cccc2)C(=O)O.CCN(CCCC(Nc1cc(OC)cc2c1NCCC2)C)CC,-8.688584265,8.5781,707.854
C14,FZFUUSROAHKTTF-UHFFFAOYSA-N,Clc1ccc(c(c1c1c(Cl)ccc(c1Cl)Cl)Cl)Cl,-8.6499996,7.274,360.878
C1835,PXUVKPNONSFCNO-UHFFFAOYSA-N,N#CC(C(C)C)(Cc1cccc2c1cccc2)CC[NH+](CC=C(C)C)CC=C(C)C.[Cl-],-8.531957912,2.75968,439.076
C1837,MJNIWUJSIGSWKK-UHFFFAOYSA-N,CCCC(=O)OCC(C(C(Cn1c2cc(C)c(cc2nc2c1nc(=O)[nH]c2=O)C)OC(=O)CCC)OC(=O)CCC)OC(=O)CCC,-8.51203745,3.7288,656.723
C1840,HKYGTNQCXCKJAW-UHFFFAOYSA-L,CC[N+]1(CCCCCCCCCC[N+]2(CC)CCCCC2)CCCCC1.[Br-].[Br-],-8.470966841,0.074,526.475
C1841,ROPXFXOUUANXRR-YPKPFQOOSA-N,CCCCC(COC(=O)/C=C\C(=O)OCC(CCCC)CC)CC,-8.463936356,5.0618,340.497
C1843,SREQLAJQLXPNMC-DXYSAURFSA-N,COC(=O)/C=C(/C=C/C=C(/C=C/C1=C(C)CCCC1(C)C)\C)\C,-8.444499382,5.691,314.462
C1846,WAGUALLVPHOILS-UHFFFAOYSA-N,Clc1ccc(cc1Cl)CNCC1CCC(CC1)CNCc1ccc(c(c1)Cl)Cl.Cl.Cl,-8.436839231,9.3718,533.189
C1847,ZAWVEQPFRDHWIY-UHFFFAOYSA-N,Clc1ccc(c(c1)Cl)CNCC1CCC(CC1)CNCc1ccc(cc1Cl)Cl.Cl.Cl,-8.436839231,9.3718,533.189
C1848,IVTJRTIQLPWTJP-BJFQDICYSA-N,CCCCCOc1ccc(c2c1cccc2)C(=N)[NH+](CCCC)CCCC.[Cl-],-8.414355099,2.323,405.016
C1849,MZXYOYJKGHWUEO-BJFQDICYSA-N,CCCCCCCOc1ccc(c2c1cccc2)C(=N)[NH+](CCC)CCC.[Cl-],-8.414355099,2.323,405.016
C1852,LAYLQVBQIBQVLL-UHFFFAOYSA-N,CCOC(=O)CCCCCCCCC(c1ccc(cc1)I)C,-8.376413208,6.0786,416.337
C1853,BTVYFIMKUHNOBZ-ODRIEIDWSA-N,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C2=O)c2C(=O)C=C(C(=O)c2c(c3C)O)NC(=O)/C(=C\C=C\[C@@H]([C@@H]([C@H]([C@H]([C@H]([C@@H]([C@@H]1C)OC(=O)C)C)O)C)O)C)/C,-8.374113388,3.9591,695.753
C1860,ZFFZCBQVQKRBHW-QREUMGABSA-N,CCCCCCCOc1ccc(c2c1cccc2)C(=N)[NH+](C(C)C)C(C)C.[Cl-],-8.287333411,2.3198,405.016
C1861,PRVPQDZPPCTAMN-UHFFFAOYSA-N,Clc1ccc(nc1)OCCCCCNCCSSCCNCCCCCOc1ccc(cn1)Cl.Cl.Cl,-8.28220656,8.5282,620.526
C1865,FIERVDLXKNFTPK-UHFFFAOYSA-N,CC(Nc1ccnc2c1ccc(c2)Cl)CN1CCN(CC1)CC(Nc1ccnc2c1ccc(c2)Cl)C,-8.19387684,6.0302,523.5
C1875,JGWRCGHPVAOURY-UHFFFAOYSA-N,CCCCCCCCC=C([NH2+]Cc1ccccc1Cl)[NH2+]Cc1ccccc1Cl.[Cl-].[Cl-],-8.118242683,-0.5796,492.352
C1877,CNCOQPXJERKGEX-UHFFFAOYSA-N,CC[NH+](CCOC(=O)C(c1ccc2c(c1)cccc2)c1ccc2c(c1)cccc2)CC.[Cl-],-8.101052559,1.5968,447.996
C1878,JBCLGHRMQCEPFM-UHFFFAOYSA-N,CCOC(=O)c1c[nH]c2c(c1=O)cc(c(c2)OCC1CC1)OCC1CC1,-8.094372969,3.2824,357.4
C1881,FBTUMDXHSRTGRV-WKBHQTPHSA-N,COc1cccc2c1C(=O)c1c(O)c3[C@@H](O[C@H]4C[C@H](N)[C@@H]([C@@H](O4)C)O)C[C@](Cc3c(c1C2=O)O)(O)/C(=N\NC(=O)c1ccccc1)/C,-8.04292561,3.337,645.656
C1882,PRMOCPYCVSHNMG-UHFFFAOYSA-N,BrCCN(c1ccc(cc1)OC(=O)c1ccccc1C(C)C)CCBr,-8.040945873,5.6254,469.21
C1886,OXLHOZMVPXHJLA-UHFFFAOYSA-N,N#CC(c1cccc2c1cccc2)(C(C)C)CC[NH+](CC=C(C)C)CC=C(C)C.[Cl-],-8.012497131,2.46858,425.049
C1889,ZTACEXAAXMFRGD-UHFFFAOYSA-N,Cc1ccccc1CN1CCN(CC1)CCOC(c1ccccc1Cl)c1ccccc1.Cl.Cl,-7.945376259,7.052,507.923
C1891,VRNDXFKUQLCBRG-UHFFFAOYSA-N,CCCCCCCCCCCCCC(=O)OCCCN1CCCCC1C,-7.903584094,6.4331,367.609
C1898,DTCVSBBTVQOZPW-DCXSSQDFSA-N,CCCCOc1ccc(c2c1cccc2)C(=N)[NH+](CCCC)CCCC.[Cl-],-7.894071769,1.9329,390.99
C46,LAHWLEDBADHJGA-UHFFFAOYSA-N,Clc1ccc(c(c1)c1cc(Cl)c(cc1Cl)Cl)Cl,-7.8899999,6.6206,326.433
C1903,VOCBWIIFXDYGNZ-IXKNJLPQSA-N,CCCCCCC(=O)O[C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CCC2=CC(=O)CC[C@]12C,-7.867914368,6.4005,400.594
C1908,XRCJOMAARACHTL-UHFFFAOYSA-N,CCCCCCCC(C(=O)OCC)CCCCCCC,-7.821600569,5.8867,284.477
C1911,TYUMAYSMJLPFAN-UHFFFAOYSA-N,COc1cc(O)c2c(c1)oc(cc2=O)c1ccc(c(c1)c1c(O)cc(c2c1oc(cc2=O)c1ccc(cc1)O)O)O,-7.788082722,5.437,552.484
C1919,APTGJECXMIKIET-WOSSHHRXSA-N,CCCCCCC(=O)O[C@@]1(C#C)CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CCC2=CC(=O)CC[C@H]12,-7.701194763,6.0138,410.589
C1920,PYHRZPFZZDCOPH-UHFFFAOYSA-N,OS(=O)(=O)O.CC(Cc1ccccc1)N.CC(Cc1ccccc1)N,-7.699550249,4.9812,368.491
C1926,TZYLXYZBEHLNSG-UHFFFAOYSA-N,BrCCN(c1ccc(cc1)OC(=O)c1c(C)cccc1C)CCBr,-7.628808935,5.1188,455.184
C1928,ZAMACTJOCIFTPJ-UHFFFAOYSA-N,CCOS(=O)(=O)c1cc(cc2c1ccc(c2)C(C)(C)C)C(C)(C)C,-7.594084617,6.2408,348.5
C1930,RMHWROMEMLMRSO-UHFFFAOYSA-N,BrCCN(c1ccc(cc1)OC(=O)c1ccccc1CC)CCBr,-7.582645751,5.0644,455.184
C1936,IKXBIIHSAINQQA-UHFFFAOYSA-N,CCC(c1cccc2c1cccc2)(CC[NH+](CC=C(C)C)CC=C(C)C)C#N.[Cl-],-7.55696867,2.22258,411.022
C1937,ZXWAPCCQSDUJRB-XIDBHWPPSA-N,OS(=O)(=O)O.Clc1ccc2c(c1)/C(=C/CCN1CCCCC1)/c1c(S2)cccc1,-7.556681481,6.4782,454.003
C1938,ZXWAPCCQSDUJRB-LIUCOPNQSA-N,OS(=O)(=O)O.Clc1ccc2c(c1)/C(=C\CCN1CCCCC1)/c1c(S2)cccc1,-7.556681481,6.4782,454.003
C1947,NASQQMSTSLFMPB-UHFFFAOYSA-L,C[N+]1(CCCCCCCCCC[N+]2(C)CCCCC2)CCCCC1.[I-].[I-],-7.514960652,-0.7062,592.423
C1948,SQNAAVDKHCRGPU-UHFFFAOYSA-L,C[N+]1(CCCCCCCCCCCC[N+]2(C)CCCC2)CCCC1.[I-].[I-],-7.514960652,-0.7062,592.423
C1949,UFFFQSODDRXNMI-UHFFFAOYSA-N,CCCCOc1ccc(cc1)OCC(=O)N(c1cc(OCC)ccc1OCC)CCN(CC)CC.Cl,-7.514473886,6.2187,523.104
C1950,ZDZOTLJHXYCWBA-VCVYQWHSSA-N,CC(=O)O[C@@]12CO[C@@H]1C[C@@H]([C@@]1([C@@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@@H]([C@H](c3ccccc3)NC(=O)OC(C)(C)C)O)C(=C(C2(C)C)[C@H](C1=O)O)C)C)O,-7.509412229,3.6505,807.879
C1954,CKHJPWQVLKHBIH-ZDSKVHJSSA-N,O=CN(/C(=C(\SS/C(=C(\N(Cc1cnc(nc1N)C)C=O)/C)/CCOC(=O)C(C)C)/CCOC(=O)C(C)C)/C)Cc1cnc(nc1N)C,-7.466676129,7.122,702.888
C1958,IWXAZSAGYJHXPX-LYWFMZLMSA-N,O=CN(/C(=C(\SS/C(=C(\N(Cc1cnc(nc1N)C)C=O)/C)/CCOC(=O)c1ccccc1)/CCOC(=O)c1ccccc1)/C)Cc1cnc(nc1N)C,-7.430949347,8.4376,770.92
C1962,FJAQNRBDVKIIKK-LFLQOBSNSA-N,CO[C@@H]1[C@@H](OC(=O)c2ccc([nH]2)C)[C@@H](O)[C@@H](OC1(C)C)Oc1ccc2c(c1Cl)oc(=O)c(c2O)NC(=O)c1ccc(c(c1)CC=C(C)C)O,-7.39152981,5.4433,697.128
C66,ZFHGXWPMULPQSE-OVGMLNDJSA-N,O=C([C@@H]1[C@H](C1(C)C)/C=C(/C(F)(F)F)\Cl)OCc1c(F)c(F)c(c(c1F)F)C,-7.3200002,5.5518,418.734
C1972,KDQAABAKXDWYSZ-JKDPCDLQSA-N,OS(=O)(=O)O.COc1cc2N(C)[C@@H]3[C@@]4(c2cc1[C@]1(C[C@@H]2CN(CCc5c1[nH]c1c5cccc1)C[C@](C2)(O)CC)C(=O)OC)CCN1[C@H]4[C@@]([C@H]([C@]3(O)C(=O)OC)OC(=O)C)(CC)C=CC1,-7.309258153,4.3597,909.053
C1974,CXMMLPJDUMSKBJ-UHFFFAOYSA-N,OC(=O)C(=O)[O-].COc1cc2c(cc1OC)CC[NH+](C2CCc1ccc(cc1)Cl)CCc1ccccc1,-7.294495949,4.1049,526.02
C1975,OYFJQPXVCSSHAI-QFPUQLAESA-N,OC(=O)/C=C\C(=O)O.CCOC(=O)[C@@H](N[C@H](C(=O)N1CCC[C@H]1C(=O)O)C)CCc1ccccc1,-7.294488262,1.6452,492.519
C1980,OWMPDOOBDJGPDB-UHFFFAOYSA-N,Brc1ccc(nc1)OCCCNCCSSCCNCCCOc1ccc(cn1)Br.Cl.Cl,-7.260027536,7.186,653.322
C1981,JXLYSJRDGCGARV-XQKSVPLYSA-N,COc1cc2N(C)[C@@H]3[C@@]4(c2cc1[C@]1(C[C@@H]2CN(CCc5c1[nH]c1c5cccc1)C[C@](C2)(O)CC)C(=O)OC)CCN1[C@H]4[C@@]([C@H]([C@]3(O)C(=O)OC)OC(=O)C)(CC)C=CC1,-7.259874905,3.9317,810.974
C1986,KSZBMSJSJFZGRF-UHFFFAOYSA-N,OC(=O)Cc1cc(I)c(c(c1)I)Oc1ccc(c(c1)C(C)C)O,-7.23256858,5.1442,538.115
C1990,MMDHGCAJSAUDDC-UHFFFAOYSA-N,CCOc1nc(ncc1C(=O)O)N1CCN(CC1)CCC(c1ccccc1)(c1ccccc1)c1ccccc1,-7.222665778,5.1231,522.637
C1993,JLRNKCZRCMIVKA-UHFFFAOYSA-N,O=C(C(Oc1ccc(cc1)Cl)(C)C)OCCCOC(=O)C(Oc1ccc(cc1)Cl)(C)C,-7.182668824,5.4849,469.355
C1996,LWXUPCAADQWXRE-HZSDWAELSA-N,C/C=C\C=C\[C@@H]1O[C@@](O)([C@H]([C@@H](C1(C)C)O)O)[C@@H](C(=O)NC/C=C/C=C(/[C@H]([C@H]([C@@H]1O[C@@H]([C@@H]([C@@H]1O)O)/C=C/C=C/C=C(/C(=C/1\C(=O)NC=CC1=O)/O)\C)C)OC)\C)CC,-7.17633929,3.5424,796.943
C1997,BAYSQTBAJQRACX-UHFFFAOYSA-N,CCCCCCCCCCCCOC(=O)c1ccc(cc1)O,-7.172486751,5.4699,306.44
C2000,RIQFAHOGTLRWSQ-UHFFFAOYSA-N,CC[NH+](CCOC(=O)c1c2ccccc2cc2c1cccc2)CC.[Cl-],-7.168128716,0.0785,357.874
C2003,RHPGONJTJILALS-UHFFFAOYSA-N,CC(C(c1ccccc1)(c1ccccc1)c1ccccc1)CN1CCN(CC1)c1ncccn1.COS(=O)(=O)O.COS(=O)(=O)O,-7.151200126,6.305,672.812
C2014,YQNFBOJPTAXAKV-OMCISZLKSA-N,OC(=O)CCc1c(I)cc(c(c1I)/N=C/N(C)C)I,-7.128996546,3.739,597.957
C2016,WDRFFJWBUDTUCA-UHFFFAOYSA-N,N/C(=N\CCCCCC/N=C(/N=C(/Nc1ccc(cc1)Cl)\N)\N)/N=C(/Nc1ccc(cc1)Cl)\N.CC(=O)O.CC(=O)O,-7.119572605,6.4656,625.551
C2020,JYWIYHUXVMAGLG-UHFFFAOYSA-N,Clc1cc(NC(=O)c2c(O)c(Cl)cc(c2Cl)Cl)c(c(c1)Cl)O,-7.106005414,5.6901,401.457
C2032,YYLJRENQBJIZGV-UHFFFAOYSA-N,BrCCN(c1ccc(cc1)OC(=O)c1ccccc1C)CCBr,-7.060267847,4.8104,441.157
C2033,GWEJBHPUPOEHFW-UHFFFAOYSA-N,BrCCN(c1ccc(cc1)OC(=O)c1cccc(c1)C)CCBr,-7.060267847,4.8104,441.157
C2034,HETTWOPRDUZXMX-UHFFFAOYSA-N,BrCCN(c1ccc(cc1)OC(=O)c1ccc(cc1)C)CCBr,-7.060267847,4.8104,441.157
C2037,AXISYYRBXTVTFY-UHFFFAOYSA-N,CCCCCCCCCCCCCC(=O)OC(C)C,-7.0447084,5.6391,270.451
C2038,UEGLUMKTWJPXEP-OYXUYBEVSA-N,OS(=O)(=O)O.Clc1ccc2c(c1)/C(=C/CCN1CCCC1)/c1c(S2)cccc1,-7.040277695,6.0881,439.976
C2039,UEGLUMKTWJPXEP-GBKTVRHWSA-N,OS(=O)(=O)O.Clc1ccc2c(c1)/C(=C\CCN1CCCC1)/c1c(S2)cccc1,-7.040277695,6.0881,439.976
C2041,MPNVQOYJNGVWGN-UHFFFAOYSA-N,N#CC(c1cccc2c1cccc2)(CC[NH+](CC=C(C)C)CC=C(C)C)C.[Cl-],-7.035312692,1.83248,396.996
C2047,ZQWBGSZBBGYKNV-UHFFFAOYSA-N,CCOc1ccc(cc1)N=C(Nc1ccc(cc1)OC)Nc1ccc(cc1)OC.Cl,-7.024990344,6.2622,427.924
C2050,UBCDCHSRDTZLLP-UHFFFAOYSA-N,CCCCOc1ccc(cc1)OCC(=O)N(c1c(C)cccc1C)CCN(C)C.Cl,-7.012153881,5.2579,434.999
C83,HCWZEPKLWVAEOV-UHFFFAOYSA-N,Clc1ccc(cc1c1cc(Cl)ccc1Cl)Cl,-7,5.9672,291.988
C2055,YZXBAPSDXZZRGB-DOFZRALJSA-N,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O,-6.986482276,6.2167,304.467
C2059,YWQGBCXVCXMSLJ-UHFFFAOYSA-N,CCOC(=O)C(Oc1ccc(cc1)Cc1ccc(cc1)Cl)(CC)C,-6.968201328,5.0414,346.848
C86,BJQHLKABXJIVAM-PMACEKPBSA-N,CCCC[C@@H](COC(=O)c1ccccc1C(=O)OC[C@H](CCCC)CC)CC,-6.96,6.433,390.556
C2064,QPICYTZKVGZMQW-UHFFFAOYSA-L,O=C(c1ccc(cc1)c1ccc(cc1)C(=O)C[n+]1ccc(cc1)C)C[n+]1ccc(cc1)C.[Br-].[Br-],-6.939747521,-1.6808,582.326
C2066,PGTFQVODURFDDZ-UHFFFAOYSA-N,CCN(CCOC(=O)C(c1cccc2c1cccc2)(c1cccc2c1cccc2)O)CC.Cl,-6.932520575,5.9159,463.996
C2067,LKNZBZWIVXNDBF-UHFFFAOYSA-N,CCN(CCOC(=O)C(c1ccc2c(c1)cccc2)(c1ccc2c(c1)cccc2)O)CC.Cl,-6.932520575,5.9159,463.996
C2068,LAVQJQXAUQINRC-UHFFFAOYSA-N,CCCCc1c(=O)n(n(c1OC(=O)c1cc(OC)c(c(c1)OC)OC)c1ccccc1)c1ccccc1,-6.928139266,5.2158,502.558
C2070,CGJVQYXNMYLDBV-UHFFFAOYSA-N,CCC(C(c1ccccc1)(c1ccccc1)CC([NH+](C)C)C)OC(=O)c1ccccc1.[Cl-],-6.913232985,1.5354,452.028
C2071,MNEFHXBPYCMINU-UHFFFAOYSA-N,CCC(C(c1ccccc1)(c1ccccc1)C(C[NH+](C)C)C)OC(=O)c1ccccc1.[Cl-],-6.913232985,1.3929,452.028
C87,UCNVFOCBFJOQAL-UHFFFAOYSA-N,ClC(=C(c1ccc(cc1)Cl)c1ccc(cc1)Cl)Cl,-6.9000001,6.1879,318.025
C2073,UYIFTLBWAOGQBI-BZDYCCQFSA-N,O=C(c1ccccc1)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2O)C,-6.894428661,5.1228,376.488
C2075,SLKLQAMVBKKGMQ-UHFFFAOYSA-N,C=CCc1cc(cc(c1O)CN(CC)CC)c1cc(CC=C)c(c(c1)CN(CC)CC)O.Cl.Cl,-6.885678391,7.5094,509.551
C2082,IZZWHVDZJOINFQ-UHFFFAOYSA-N,COC(=O)c1ccccc1Nc1c(Cl)ccc(c1Cl)C,-6.856121658,4.905,310.175
